2020-12-07 14:04:05.701 [main] INFO  smarttrie.app.server.Server - No previews checkpoints to restore
2020-12-07 14:04:05.706 [main] INFO  smarttrie.app.server.Server - Replica state has been restored with last id CID(-1)
2020-12-07 14:04:05.748 [main] INFO  b.r.ServerViewController - Creating current view from configuration file
2020-12-07 14:04:06.372 [main] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - ID = 0
2020-12-07 14:04:06.373 [main] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - N = 1
2020-12-07 14:04:06.373 [main] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - F = 1
2020-12-07 14:04:06.374 [main] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Port = 11000
2020-12-07 14:04:06.374 [main] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - requestTimeout = 2000
2020-12-07 14:04:06.374 [main] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - maxBatch = 1024
2020-12-07 14:04:06.375 [main] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Binded replica to IP address 192.168.3.41
2020-12-07 14:04:06.375 [main] INFO  bftsmart.tom.ServiceReplica - In current view: ID:0; F:1; Processes:0(/192.168.3.41:11000),
2020-12-07 14:04:06.438 [Server CS] INFO  s.a.s.Server$InternalStateManager - Replica state is up to date
2020-12-07 14:04:06.438 [Delivery Thread] INFO  bftsmart.tom.core.DeliveryThread - Retrieving State
2020-12-07 14:04:06.439 [Delivery Thread] INFO  bftsmart.tom.core.DeliveryThread - Ready to process operations
2020-12-07 14:04:28.731 [nioEventLoopGroup-3-5] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.731 [nioEventLoopGroup-3-8] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.732 [nioEventLoopGroup-3-2] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.732 [nioEventLoopGroup-3-4] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.733 [nioEventLoopGroup-3-6] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.733 [nioEventLoopGroup-3-1] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.735 [nioEventLoopGroup-3-7] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.738 [nioEventLoopGroup-3-3] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.740 [nioEventLoopGroup-3-8] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.741 [nioEventLoopGroup-3-1] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.741 [nioEventLoopGroup-3-5] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.741 [nioEventLoopGroup-3-6] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.741 [nioEventLoopGroup-3-2] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.741 [nioEventLoopGroup-3-4] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.743 [nioEventLoopGroup-3-3] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.746 [nioEventLoopGroup-3-2] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.746 [nioEventLoopGroup-3-6] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.747 [nioEventLoopGroup-3-2] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.747 [nioEventLoopGroup-3-6] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.747 [nioEventLoopGroup-3-2] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.747 [nioEventLoopGroup-3-4] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.747 [nioEventLoopGroup-3-4] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.748 [nioEventLoopGroup-3-1] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.748 [nioEventLoopGroup-3-7] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.749 [nioEventLoopGroup-3-1] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.749 [nioEventLoopGroup-3-1] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.749 [nioEventLoopGroup-3-8] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.749 [nioEventLoopGroup-3-5] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.750 [nioEventLoopGroup-3-5] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.750 [nioEventLoopGroup-3-8] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.749 [nioEventLoopGroup-3-7] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.750 [nioEventLoopGroup-3-7] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.749 [nioEventLoopGroup-3-3] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.751 [nioEventLoopGroup-3-3] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.752 [nioEventLoopGroup-3-6] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.753 [nioEventLoopGroup-3-2] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.753 [nioEventLoopGroup-3-4] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.754 [nioEventLoopGroup-3-1] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.756 [nioEventLoopGroup-3-5] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 14:04:28.756 [nioEventLoopGroup-3-8] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
