2020-12-07 16:03:59.493 [main] INFO  smarttrie.app.server.Server - No previews checkpoints to restore
2020-12-07 16:03:59.498 [main] INFO  smarttrie.app.server.Server - Replica state has been restored with last id CID(-1)
2020-12-07 16:03:59.589 [main] INFO  b.r.ServerViewController - Using view stored on disk
2020-12-07 16:04:00.190 [main] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - ID = 0
2020-12-07 16:04:00.190 [main] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - N = 1
2020-12-07 16:04:00.191 [main] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - F = 1
2020-12-07 16:04:00.191 [main] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Port = 11000
2020-12-07 16:04:00.192 [main] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - requestTimeout = 2000
2020-12-07 16:04:00.192 [main] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - maxBatch = 1024
2020-12-07 16:04:00.192 [main] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Binded replica to IP address 192.168.3.41
2020-12-07 16:04:00.193 [main] INFO  bftsmart.tom.ServiceReplica - In current view: ID:0; F:1; Processes:0(/192.168.3.41:11000),
2020-12-07 16:04:00.259 [Server CS] INFO  s.a.s.Server$InternalStateManager - Replica state is up to date
2020-12-07 16:04:00.259 [Delivery Thread] INFO  bftsmart.tom.core.DeliveryThread - Retrieving State
2020-12-07 16:04:00.260 [Delivery Thread] INFO  bftsmart.tom.core.DeliveryThread - Ready to process operations
2020-12-07 16:04:23.235 [nioEventLoopGroup-3-6] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 16:04:23.236 [nioEventLoopGroup-3-8] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 16:04:23.236 [nioEventLoopGroup-3-7] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 16:04:23.237 [nioEventLoopGroup-3-2] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 16:04:23.239 [nioEventLoopGroup-3-3] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 16:04:23.240 [nioEventLoopGroup-3-4] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 16:04:23.243 [nioEventLoopGroup-3-5] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 16:04:23.243 [nioEventLoopGroup-3-1] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 16:04:23.246 [nioEventLoopGroup-3-7] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-12-07 16:04:23.246 [nioEventLoopGroup-3-6] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
