2020-11-13 13:06:21.839 [main] INFO  smarttrie.app.server.Server - No previews checkpoints to restore
2020-11-13 13:06:21.844 [main] INFO  smarttrie.app.server.Server - Replica state has been restored with last id CID(-1)
2020-11-13 13:06:21.881 [main] INFO  b.r.ServerViewController - Creating current view from configuration file
2020-11-13 13:06:22.417 [main] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - ID = 0
2020-11-13 13:06:22.418 [main] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - N = 1
2020-11-13 13:06:22.418 [main] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - F = 1
2020-11-13 13:06:22.418 [main] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Port = 11000
2020-11-13 13:06:22.418 [main] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - requestTimeout = 2000
2020-11-13 13:06:22.419 [main] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - maxBatch = 1024
2020-11-13 13:06:22.419 [main] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Binded replica to IP address 192.168.3.41
2020-11-13 13:06:22.420 [main] INFO  bftsmart.tom.ServiceReplica - In current view: ID:0; F:1; Processes:0(/192.168.3.41:11000),
2020-11-13 13:06:22.478 [Server CS] INFO  s.a.s.Server$InternalStateManager - Replica state is up to date
2020-11-13 13:06:22.479 [Delivery Thread] INFO  bftsmart.tom.core.DeliveryThread - Retrieving State
2020-11-13 13:06:22.479 [Delivery Thread] INFO  bftsmart.tom.core.DeliveryThread - Ready to process operations
2020-11-13 13:06:45.116 [nioEventLoopGroup-3-7] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-11-13 13:06:45.116 [nioEventLoopGroup-3-5] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-11-13 13:06:45.117 [nioEventLoopGroup-3-5] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-11-13 13:06:45.117 [nioEventLoopGroup-3-5] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
2020-11-13 13:06:45.118 [nioEventLoopGroup-3-7] INFO  b.c.c.n.NettyClientServerCommunicationSystemServerSide - Session Created, active clients=0
